"county","state","income","age"
"Woods County","Oklahoma","51619","34.8"
"Woodward County","Oklahoma","51867","36.4"
"Baker County","Oregon","41500","47.9"
"Benton County","Oregon","48604","32.3"
"Clackamas County","Oregon","64352","40.9"
"Clatsop County","Oregon","44683","43.7"
"Columbia County","Oregon","54968","42"
"Coos County","Oregon","37940","47.6"
"Crook County","Oregon","38795","46.8"
"Curry County","Oregon","39516","53.8"
"Deschutes County","Oregon","50209","40.8"
"Douglas County","Oregon","40524","46.4"
"Gilliam County","Oregon","44743","49.4"
"Grant County","Oregon","35051","50.5"
"Harney County","Oregon","38113","46.1"
"Hood River County","Oregon","56725","37.6"
"Jackson County","Oregon","44005","42.5"
"Jefferson County","Oregon","43373","40.2"
"Josephine County","Oregon","37733","47.5"
"Klamath County","Oregon","39627","42"
"Lake County","Oregon","33611","48.3"
"Lane County","Oregon","42931","39"
"Lincoln County","Oregon","42365","49.8"
"Linn County","Oregon","46939","39.1"
"Malheur County","Oregon","35578","36.6"
"Marion County","Oregon","46885","35.3"
"Morrow County","Oregon","49940","36.9"
"Multnomah County","Oregon","52511","36.1"
"Polk County","Oregon","52808","37.5"
"Sherman County","Oregon","42639","48.6"
"Tillamook County","Oregon","43676","48.2"
"Umatilla County","Oregon","48389","35.7"
"Union County","Oregon","42542","39.9"
"Wallowa County","Oregon","41994","51.5"
"Wasco County","Oregon","43765","41.4"
"Washington County","Oregon","64180","35.6"
"Wheeler County","Oregon","37974","55.5"
"Yamhill County","Oregon","54535","37.7"
"Adams County","Pennsylvania","59492","41.9"
"Allegheny County","Pennsylvania","51366","41.1"
"Armstrong County","Pennsylvania","45241","44.9"
"Beaver County","Pennsylvania","49217","44.5"
"Bedford County","Pennsylvania","43290","44.4"
"Berks County","Pennsylvania","55170","39.5"
"Blair County","Pennsylvania","42992","42.4"
"Bradford County","Pennsylvania","46963","43.5"
"Bucks County","Pennsylvania","76555","42.2"
"Butler County","Pennsylvania","58230","42"
"Cambria County","Pennsylvania","41730","43.9"
"Cameron County","Pennsylvania","41410","48.4"
"Carbon County","Pennsylvania","48900","44.5"
"Centre County","Pennsylvania","50336","29.3"
"Chester County","Pennsylvania","86050","39.7"
"Clarion County","Pennsylvania","42389","39.9"
"Clearfield County","Pennsylvania","41030","43"
"Clinton County","Pennsylvania","42184","38.2"
"Columbia County","Pennsylvania","44807","39.8"
"Crawford County","Pennsylvania","42504","42"
"Cumberland County","Pennsylvania","60826","40.5"
"Dauphin County","Pennsylvania","54066","39.3"
"Delaware County","Pennsylvania","64041","38.8"
"Elk County","Pennsylvania","45767","45.6"
"Erie County","Pennsylvania","45202","38.6"
"Fayette County","Pennsylvania","39115","43.6"
"Forest County","Pennsylvania","36556","41.5"
"Franklin County","Pennsylvania","52637","40.5"
"Fulton County","Pennsylvania","48461","42.5"
"Greene County","Pennsylvania","44388","41.5"
"Huntingdon County","Pennsylvania","44183","41.9"
"Indiana County","Pennsylvania","43997","38.7"
"Jefferson County","Pennsylvania","41262","43.1"
"Juniata County","Pennsylvania","46163","41.7"
"Lackawanna County","Pennsylvania","46044","42.1"
"Lancaster County","Pennsylvania","56483","38.2"
"Lawrence County","Pennsylvania","43546","44"
"Lebanon County","Pennsylvania","54818","41"
"Lehigh County","Pennsylvania","54923","39.4"
"Luzerne County","Pennsylvania","44402","42.8"
"Lycoming County","Pennsylvania","45430","41.2"
"McKean County","Pennsylvania","41834","42.2"
"Mercer County","Pennsylvania","44301","43.1"
"Mifflin County","Pennsylvania","40384","42.9"
"Monroe County","Pennsylvania","57408","40.6"
"Montgomery County","Pennsylvania","79183","40.8"
"Montour County","Pennsylvania","51482","43.8"
"Northampton County","Pennsylvania","60097","41.2"
"Northumberland County","Pennsylvania","41208","43.4"
"Perry County","Pennsylvania","57375","41.4"
"Philadelphia County","Pennsylvania","37192","33.6"
"Pike County","Pennsylvania","59340","44.8"
"Potter County","Pennsylvania","41547","45"
"Schuylkill County","Pennsylvania","45012","43.3"
"Snyder County","Pennsylvania","46513","39.3"
"Somerset County","Pennsylvania","43597","44.7"
"Sullivan County","Pennsylvania","40964","50.5"
"Susquehanna County","Pennsylvania","48231","45.5"
"Tioga County","Pennsylvania","44187","42.4"
"Union County","Pennsylvania","48528","38.5"
"Venango County","Pennsylvania","41977","44.7"
"Warren County","Pennsylvania","43764","45.5"
"Washington County","Pennsylvania","53693","43.7"
"Wayne County","Pennsylvania","49313","46"
"Westmoreland County","Pennsylvania","50736","45.4"
"Wyoming County","Pennsylvania","48482","42.4"
"York County","Pennsylvania","58745","40.3"
"Bristol County","Rhode Island","71238","43.3"
"Kent County","Rhode Island","62279","43"
"Newport County","Rhode Island","71713","43.7"
"Providence County","Rhode Island","49297","37.1"
"Washington County","Rhode Island","72138","42.3"
"Abbeville County","South Carolina","35947","42.8"
"Aiken County","South Carolina","44509","40.3"
"Allendale County","South Carolina","25252","38.5"
"Anderson County","South Carolina","41579","40.1"
"Bamberg County","South Carolina","31483","39.4"
"Barnwell County","South Carolina","35231","38.9"
"Beaufort County","South Carolina","57316","41.5"
"Berkeley County","South Carolina","52427","34.8"
"Calhoun County","South Carolina","40704","44"
"Charleston County","South Carolina","50792","36"
"Cherokee County","South Carolina","34202","38.4"
"Chester County","South Carolina","33103","40.6"
"Chesterfield County","South Carolina","31252","39.9"
"Clarendon County","South Carolina","31410","42.2"
"Colleton County","South Carolina","33233","41.2"
"Darlington County","South Carolina","36323","39.8"
"Dillon County","South Carolina","28817","37.4"
"Dorchester County","South Carolina","53857","35.7"
"Edgefield County","South Carolina","43861","41.5"
"Fairfield County","South Carolina","36120","43.1"
"Florence County","South Carolina","41910","37.5"
"Georgetown County","South Carolina","40131","46.1"
"Greenville County","South Carolina","49022","37.5"
"Greenwood County","South Carolina","36540","38.3"
"Hampton County","South Carolina","34233","39.3"
"Horry County","South Carolina","42431","42"
"Jasper County","South Carolina","36413","35.9"
"Kershaw County","South Carolina","43765","40.9"
"Lancaster County","South Carolina","42217","40.5"
"Laurens County","South Carolina","37383","40.1"
"Lee County","South Carolina","27373","39.3"
"Lexington County","South Carolina","54061","37.9"
"McCormick County","South Carolina","40028","50.4"
"Marion County","South Carolina","29149","39.3"
"Marlboro County","South Carolina","28297","39.2"
"Newberry County","South Carolina","41718","40.6"
"Oconee County","South Carolina","41394","43.4"
"Orangeburg County","South Carolina","34110","38.2"
"Pickens County","South Carolina","41788","34.9"
"Richland County","South Carolina","48359","32.6"
"Saluda County","South Carolina","38514","40.9"
"Spartanburg County","South Carolina","42919","38.2"
"Sumter County","South Carolina","41366","35.4"
"Union County","South Carolina","32556","42.7"
"Williamsburg County","South Carolina","25849","41.2"
"York County","South Carolina","53740","37.4"
"Aurora County","South Dakota","46667","42.9"
"Beadle County","South Dakota","42196","39.1"
"Bennett County","South Dakota","37607","28.4"
"Bon Homme County","South Dakota","40980","43.3"
"Brookings County","South Dakota","46896","26"
"Brown County","South Dakota","51398","38.9"
"Brule County","South Dakota","45284","41.3"
"Buffalo County","South Dakota","30962","24.8"
"Butte County","South Dakota","41332","40"
"Campbell County","South Dakota","35729","51"
"Charles Mix County","South Dakota","40102","38.7"
"Clark County","South Dakota","49055","45.6"
"Clay County","South Dakota","38173","25.3"
"Codington County","South Dakota","47214","37.8"
"Corson County","South Dakota","30880","29.8"
"Custer County","South Dakota","50074","51.1"
"Davison County","South Dakota","48341","38"
"Day County","South Dakota","39761","47.8"
"Deuel County","South Dakota","51632","43.6"
"Dewey County","South Dakota","30710","29.2"
"Douglas County","South Dakota","49200","48.4"
"Edmunds County","South Dakota","49831","47"
"Fall River County","South Dakota","37667","51.6"
"Faulk County","South Dakota","41453","41.5"
"Grant County","South Dakota","48896","44.9"
"Gregory County","South Dakota","36719","48"
"Haakon County","South Dakota","47198","49.4"
"Hamlin County","South Dakota","55563","36.5"
"Hand County","South Dakota","47679","49.3"
"Hanson County","South Dakota","55815","35.4"
"Harding County","South Dakota","44353","39.4"
"Hughes County","South Dakota","59338","40.4"
"Hutchinson County","South Dakota","42451","47.2"
"Hyde County","South Dakota","47813","44.8"
"Jackson County","South Dakota","46224","32"
"Jerauld County","South Dakota","46591","47.4"
"Jones County","South Dakota","44808","46.9"
"Kingsbury County","South Dakota","51373","46.4"
"Lake County","South Dakota","48936","41.6"
"Lawrence County","South Dakota","43273","41"
"Lincoln County","South Dakota","74751","33.2"
"Lyman County","South Dakota","47596","36.3"
"McCook County","South Dakota","52703","42.7"
"McPherson County","South Dakota","37240","50.1"
"Marshall County","South Dakota","46597","42.5"
"Meade County","South Dakota","49324","35.8"
"Mellette County","South Dakota","35109","34.7"
"Miner County","South Dakota","48477","45.6"
"Minnehaha County","South Dakota","52345","34.7"
"Moody County","South Dakota","51791","40.8"
"Pennington County","South Dakota","50833","36.8"
"Perkins County","South Dakota","38362","49.8"
"Potter County","South Dakota","44556","51"
"Roberts County","South Dakota","47191","39.4"
"Sanborn County","South Dakota","48384","46.6"
"Shannon County","South Dakota","25648","24.1"
"Spink County","South Dakota","48911","44.2"
"Stanley County","South Dakota","54620","40.7"
"Sully County","South Dakota","54524","46.9"
"Todd County","South Dakota","31934","23"
"Tripp County","South Dakota","39324","44.8"
"Turner County","South Dakota","51925","44"
"Union County","South Dakota","63468","39.9"
"Walworth County","South Dakota","41826","46.7"
"Yankton County","South Dakota","52578","41.1"
"Ziebach County","South Dakota","32708","26"
"Anderson County","Tennessee","43620","42.6"
"Bedford County","Tennessee","40759","36.9"
"Benton County","Tennessee","33033","46.1"
"Bledsoe County","Tennessee","33443","42.9"
"Blount County","Tennessee","45991","41.8"
"Bradley County","Tennessee","41083","38.5"
"Campbell County","Tennessee","31943","42"
"Cannon County","Tennessee","40689","41.5"
"Carroll County","Tennessee","35049","42.3"
"Carter County","Tennessee","31842","42.8"
"Cheatham County","Tennessee","52446","39.9"
"Chester County","Tennessee","41875","36.9"
"Claiborne County","Tennessee","33229","41.2"
"Clay County","Tennessee","29727","45.3"
"Cocke County","Tennessee","30573","43.3"
"Coffee County","Tennessee","37618","39.4"
"Crockett County","Tennessee","36066","40.4"
"Cumberland County","Tennessee","37188","48.8"
"Davidson County","Tennessee","47335","34.1"
"Decatur County","Tennessee","36258","44.8"
"DeKalb County","Tennessee","37482","40.5"
"Dickson County","Tennessee","44318","39"
"Dyer County","Tennessee","38953","40.2"
"Fayette County","Tennessee","56618","42.7"
"Fentress County","Tennessee","29192","43"
"Franklin County","Tennessee","42904","41.5"
"Gibson County","Tennessee","38343","39.9"
"Giles County","Tennessee","38495","42.7"
"Grainger County","Tennessee","32364","42.4"
"Greene County","Tennessee","35545","43.2"
"Grundy County","Tennessee","26814","42.1"
"Hamblen County","Tennessee","39596","39.3"
"Hamilton County","Tennessee","46702","39.3"
"Hancock County","Tennessee","23892","44.2"
"Hardeman County","Tennessee","30973","39.7"
"Hardin County","Tennessee","33622","43.5"
"Hawkins County","Tennessee","37357","42.7"
"Haywood County","Tennessee","34542","40.5"
"Henderson County","Tennessee","38280","39.9"
"Henry County","Tennessee","36950","44.5"
"Hickman County","Tennessee","39581","40.2"
"Houston County","Tennessee","35271","42.3"
"Humphreys County","Tennessee","42846","41.4"
"Jackson County","Tennessee","33386","45.1"
"Jefferson County","Tennessee","39745","41.1"
"Johnson County","Tennessee","29609","43.7"
"Knox County","Tennessee","47694","37.2"
"Lake County","Tennessee","27115","39.7"
"Lauderdale County","Tennessee","32326","36.4"
"Lawrence County","Tennessee","37368","40.2"
"Lewis County","Tennessee","34397","41.9"
"Lincoln County","Tennessee","41571","42.1"
"Loudon County","Tennessee","51074","45.8"
"McMinn County","Tennessee","39410","41.5"
"McNairy County","Tennessee","33452","41.9"
"Macon County","Tennessee","35306","38.9"
"Madison County","Tennessee","41617","37"
"Marion County","Tennessee","41268","42.7"
"Marshall County","Tennessee","42291","39.6"
"Maury County","Tennessee","45336","38"
"Meigs County","Tennessee","35150","44.5"
"Monroe County","Tennessee","37595","41.8"
"Montgomery County","Tennessee","49617","30.1"
"Moore County","Tennessee","46170","44"
"Morgan County","Tennessee","37631","40.6"
"Obion County","Tennessee","39467","41.5"
"Overton County","Tennessee","34604","41.6"
"Perry County","Tennessee","32845","42.3"
"Pickett County","Tennessee","35184","48.1"
"Polk County","Tennessee","39074","43.1"
"Putnam County","Tennessee","33709","36.1"
"Rhea County","Tennessee","36741","40"
"Roane County","Tennessee","42223","45.4"
"Robertson County","Tennessee","52792","38.1"
"Rutherford County","Tennessee","55401","32.6"
"Scott County","Tennessee","28401","38.3"
"Sequatchie County","Tennessee","36434","40.9"
"Sevier County","Tennessee","43649","41.3"
"Shelby County","Tennessee","46250","34.6"
"Smith County","Tennessee","42383","40.7"
"Stewart County","Tennessee","39781","42.8"
"Sullivan County","Tennessee","39479","44"
"Sumner County","Tennessee","55509","39.1"
"Tipton County","Tennessee","52423","37.1"
"Trousdale County","Tennessee","43034","37.8"
"Unicoi County","Tennessee","32292","44.9"
"Union County","Tennessee","34399","40.6"
"Van Buren County","Tennessee","33547","45.3"
"Warren County","Tennessee","34641","39.1"
"Washington County","Tennessee","42075","39.6"
"Wayne County","Tennessee","33198","41.6"
"Weakley County","Tennessee","35273","36.9"
"White County","Tennessee","34474","42"
"Williamson County","Tennessee","89779","38.5"
"Wilson County","Tennessee","60390","39.5"
"Anderson County","Texas","40653","38.7"
"Andrews County","Texas","57825","34.2"
"Angelina County","Texas","41354","36.4"
"Aransas County","Texas","42476","49.3"
"Archer County","Texas","56452","42.8"
"Armstrong County","Texas","61635","44.1"
"Atascosa County","Texas","47543","35.6"
"Austin County","Texas","53265","40.3"
"Bailey County","Texas","46139","33.7"
"Bandera County","Texas","49215","49.7"
"Bastrop County","Texas","51750","38.3"
"Baylor County","Texas","33445","48.8"
"Bee County","Texas","43690","35.4"
"Bell County","Texas","50060","29.9"
"Bexar County","Texas","50112","32.9"
"Blanco County","Texas","49487","47.3"
"Borden County","Texas","71607","38.8"
"Bosque County","Texas","44742","45.9"
"Bowie County","Texas","42346","37.6"
"Brazoria County","Texas","67603","35.3"
"Brazos County","Texas","38310","24.7"
"Brewster County","Texas","40477","41.7"
"Briscoe County","Texas","36250","46"
"Brooks County","Texas","21865","32.1"
"Brown County","Texas","39776","39.6"
"Burleson County","Texas","45651","42.9"
"Burnet County","Texas","48115","43.8"
"Caldwell County","Texas","44152","35.6"
"Calhoun County","Texas","47027","37.8"
"Callahan County","Texas","44902","42.8"
"Cameron County","Texas","33179","30.8"
"Camp County","Texas","37079","37.6"
"Carson County","Texas","65026","41.1"
"Cass County","Texas","35598","43.5"
"Castro County","Texas","36402","33.9"
"Chambers County","Texas","72489","36.1"
"Cherokee County","Texas","38378","37.8"
"Childress County","Texas","47532","34.3"
"Clay County","Texas","53776","45.3"
"Cochran County","Texas","38650","34.3"
"Coke County","Texas","40795","48.9"
"Coleman County","Texas","31373","45.7"
"Collin County","Texas","82762","35.4"
"Collingsworth County","Texas","41576","39.2"
"Colorado County","Texas","45146","43.3"
"Comal County","Texas","65839","42.4"
"Comanche County","Texas","36020","44.1"
"Concho County","Texas","51411","41.5"
"Cooke County","Texas","50067","39.1"
"Coryell County","Texas","49819","30.2"
"Cottle County","Texas","34639","50.2"
"Crane County","Texas","50417","34.6"
"Crockett County","Texas","50475","38.5"
"Crosby County","Texas","38187","37.4"
"Culberson County","Texas","37105","37.5"
"Dallam County","Texas","40895","31.3"
"Dallas County","Texas","49481","32.7"
"Dawson County","Texas","39714","33"
"Deaf Smith County","Texas","41444","31"
"Delta County","Texas","40375","44.2"
"Denton County","Texas","74155","33.4"
"DeWitt County","Texas","46454","42.4"
"Dickens County","Texas","38401","44"
"Dimmit County","Texas","36681","36.4"
"Donley County","Texas","42411","41.7"
"Duval County","Texas","34131","37.3"
"Eastland County","Texas","34914","42.7"
"Ector County","Texas","51466","30.9"
"Edwards County","Texas","43839","49"
"Ellis County","Texas","61952","35.3"
"El Paso County","Texas","40157","31.2"
"Erath County","Texas","39586","30.6"
"Falls County","Texas","32908","39.5"
"Fannin County","Texas","44355","40.7"
"Fayette County","Texas","48015","47.4"
"Fisher County","Texas","42125","42.2"
"Floyd County","Texas","42279","37.7"
"Foard County","Texas","33750","44.8"
"Fort Bend County","Texas","85297","35.2"
"Franklin County","Texas","45523","42.6"
"Freestone County","Texas","44502","41.1"
"Frio County","Texas","35849","31.2"
"Gaines County","Texas","52910","29.1"
"Galveston County","Texas","61877","37.4"
"Garza County","Texas","47540","37.8"
"Gillespie County","Texas","53668","50"
"Glasscock County","Texas","69107","38.8"
"Goliad County","Texas","50923","44.9"
"Gonzales County","Texas","39248","37"
"Gray County","Texas","43504","38"
"Grayson County","Texas","46429","39.8"
"Gregg County","Texas","45525","35.3"
"Grimes County","Texas","43994","39.2"
"Guadalupe County","Texas","61958","36.5"
"Hale County","Texas","41191","32.2"
"Hall County","Texas","33006","43.4"
"Hamilton County","Texas","40655","47"
"Hansford County","Texas","49150","36.1"
"Hardeman County","Texas","36377","44.2"
"Hardin County","Texas","53013","38.8"
"Harris County","Texas","53137","32.3"
"Harrison County","Texas","45675","37"
"Hartley County","Texas","65750","39"
"Haskell County","Texas","36857","43.7"
"Hays County","Texas","58651","30.6"
"Hemphill County","Texas","56379","35.8"
"Henderson County","Texas","40900","43"
"Hidalgo County","Texas","34146","28.4"
"Hill County","Texas","40769","42.3"
"Hockley County","Texas","50565","32.6"
"Hood County","Texas","55754","46.8"
"Hopkins County","Texas","43657","39.1"
"Houston County","Texas","33119","43.8"
"Howard County","Texas","45612","37.4"
"Hudspeth County","Texas","22545","37.6"
"Hunt County","Texas","44858","37.9"
"Hutchinson County","Texas","44731","37.2"
"Irion County","Texas","50357","43.3"
"Jack County","Texas","49038","40.3"
"Jackson County","Texas","49528","39.3"
"Jasper County","Texas","40417","40.6"
"Jeff Davis County","Texas","49056","54.8"
"Jefferson County","Texas","42568","35.9"
"Jim Hogg County","Texas","36121","37.7"
"Jim Wells County","Texas","40585","34.2"
"Johnson County","Texas","57535","36.3"
"Jones County","Texas","41297","39.4"
"Karnes County","Texas","42862","37.3"
"Kaufman County","Texas","61194","35.5"
"Kendall County","Texas","73410","43.4"
"Kenedy County","Texas","43438","32.8"
"Kent County","Texas","46875","45.8"
"Kerr County","Texas","43601","47.7"
"Kimble County","Texas","43424","51.9"
"King County","Texas","65000","46.9"
"Kinney County","Texas","33257","46.1"
"Kleberg County","Texas","40566","28.6"
"Knox County","Texas","34295","40.8"
"Lamar County","Texas","40104","40.2"
"Lamb County","Texas","36727","36"
"Lampasas County","Texas","49277","40.7"
"La Salle County","Texas","26756","34"
"Lavaca County","Texas","44149","44.9"
"Lee County","Texas","51534","41.4"
"Leon County","Texas","44452","45.3"
"Liberty County","Texas","47228","36.5"
"Limestone County","Texas","38823","38.5"
"Lipscomb County","Texas","57978","35.4"
"Live Oak County","Texas","42829","43.1"
"Llano County","Texas","44094","55.5"
"Loving County","Texas","68750","44.4"
"Lubbock County","Texas","44397","30.5"
"Lynn County","Texas","44375","38.6"
"McCulloch County","Texas","39194","41.5"
"McLennan County","Texas","41922","32.9"
"McMullen County","Texas","39500","40.6"
"Madison County","Texas","41732","34.1"
"Marion County","Texas","31967","48.8"
"Martin County","Texas","42607","34.2"
"Mason County","Texas","46865","50.2"
"Matagorda County","Texas","43096","37.7"
"Maverick County","Texas","31395","29.9"
"Medina County","Texas","55326","37.9"
"Menard County","Texas","31215","43.5"
"Midland County","Texas","62993","32.9"
"Milam County","Texas","37391","40.9"
"Mills County","Texas","44213","46.6"
"Mitchell County","Texas","42045","35.2"
"Montague County","Texas","44231","43.3"
"Montgomery County","Texas","67766","36.2"
"Moore County","Texas","51181","30.9"
"Morris County","Texas","37849","43.8"
"Motley County","Texas","35845","36.6"
"Nacogdoches County","Texas","36777","29.8"
"Navarro County","Texas","40795","37.3"
"Newton County","Texas","37246","40.2"
"Nolan County","Texas","36806","38.3"
"Nueces County","Texas","47057","35"
"Ochiltree County","Texas","49964","31.3"
"Oldham County","Texas","48929","35.8"
"Orange County","Texas","49507","38.7"
"Palo Pinto County","Texas","41670","41.1"
"Panola County","Texas","52453","38.5"
"Parker County","Texas","64515","39"
"Parmer County","Texas","44943","32"
"Pecos County","Texas","47019","36.1"
"Polk County","Texas","37855","43.2"
"Potter County","Texas","37951","33"
"Presidio County","Texas","29634","40.4"
"Rains County","Texas","44478","46.8"
"Randall County","Texas","58529","35.4"
"Reagan County","Texas","61250","34.7"
"Real County","Texas","33885","52.6"
"Red River County","Texas","31712","45"
"Reeves County","Texas","40571","35.3"
"Refugio County","Texas","44548","43.3"
"Roberts County","Texas","67321","44.8"
"Robertson County","Texas","40601","40.8"
"Rockwall County","Texas","86119","35.8"
"Runnels County","Texas","37667","42.1"
"Rusk County","Texas","45752","39.4"
"Sabine County","Texas","32963","50.3"
"San Augustine County","Texas","28390","48"
"San Jacinto County","Texas","46107","43.3"
"San Patricio County","Texas","50657","35.9"
"San Saba County","Texas","37743","43"
"Schleicher County","Texas","50648","35.8"
"Scurry County","Texas","47513","37.2"
"Shackelford County","Texas","47277","43.6"
"Shelby County","Texas","37081","37.9"
"Sherman County","Texas","48185","36.3"
"Smith County","Texas","47432","35.9"
"Somervell County","Texas","55269","40"
"Starr County","Texas","24927","28.9"
"Stephens County","Texas","41728","39.4"
"Sterling County","Texas","50543","39.8"
"Stonewall County","Texas","42429","47"
"Sutton County","Texas","53806","35.4"
"Swisher County","Texas","36753","36.3"
"Tarrant County","Texas","56853","33.5"
"Taylor County","Texas","44891","32.3"
"Terrell County","Texas","39479","47"
"Terry County","Texas","37679","35.2"
"Throckmorton County","Texas","39286","47.8"
"Titus County","Texas","42939","33.2"
"Tom Green County","Texas","44545","34"
"Travis County","Texas","58025","32.3"
"Trinity County","Texas","34555","47.3"
"Tyler County","Texas","39940","42.7"
"Upshur County","Texas","46600","40.4"
"Upton County","Texas","51750","35.9"
"Uvalde County","Texas","34902","34.4"
"Val Verde County","Texas","40450","32"
"Van Zandt County","Texas","43439","42.9"
"Victoria County","Texas","50364","36"
"Walker County","Texas","37617","35"
"Waller County","Texas","50097","31.2"
"Ward County","Texas","42568","36.2"
"Washington County","Texas","44858","41.7"
"Webb County","Texas","39449","27.9"
"Wharton County","Texas","40411","37.2"
"Wheeler County","Texas","51766","40.4"
"Wichita County","Texas","45086","34.1"
"Wilbarger County","Texas","41658","38.2"
"Willacy County","Texas","25886","31.9"
"Williamson County","Texas","71803","34.6"
"Wilson County","Texas","64571","40.1"
"Winkler County","Texas","48992","34.3"
"Wise County","Texas","56005","38.8"
"Wood County","Texas","43649","47.9"
"Yoakum County","Texas","49340","32.7"
"Young County","Texas","44429","42.6"
"Zapata County","Texas","31109","28.3"
"Zavala County","Texas","25625","30.7"
"Beaver County","Utah","46660","32.3"
"Box Elder County","Utah","57292","31.4"
"Cache County","Utah","49506","25.2"
"Carbon County","Utah","44724","34.3"
"Daggett County","Utah","46917","48.2"
"Davis County","Utah","69707","29.6"
"Duchesne County","Utah","57683","29.8"
"Emery County","Utah","52763","33.5"
"Garfield County","Utah","45357","39.9"
"Grand County","Utah","45888","39.1"
"Iron County","Utah","42369","27.1"
"Juab County","Utah","55247","29.7"
"Kane County","Utah","48540","44.9"
"Millard County","Utah","49238","34.1"
"Morgan County","Utah","80337","31.7"
"Piute County","Utah","38500","39.6"
"Rich County","Utah","50000","35.2"
"Salt Lake County","Utah","60555","31.2"
"San Juan County","Utah","40492","30.5"
"Sanpete County","Utah","48369","29.5"
"Sevier County","Utah","46229","33.5"
"Summit County","Utah","83336","36.8"
"Tooele County","Utah","61412","30"
"Uintah County","Utah","62067","29.7"
"Utah County","Utah","60196","24.4"
"Wasatch County","Utah","65050","31.9"
"Washington County","Utah","49279","33.2"
"Wayne County","Utah","41458","38.3"
"Weber County","Utah","54974","31.3"
"Addison County","Vermont","57565","42.3"
"Bennington County","Vermont","50221","45.4"
"Caledonia County","Vermont","45395","42.5"
"Chittenden County","Vermont","63989","36.3"
"Essex County","Vermont","35916","47.4"
"Franklin County","Vermont","56240","39.7"
"Grand Isle County","Vermont","59509","46.3"
"Lamoille County","Vermont","52686","40.1"
"Orange County","Vermont","52480","44"
"Orleans County","Vermont","41953","44.3"
"Rutland County","Vermont","49271","44.8"
"Washington County","Vermont","57281","42.5"
"Windham County","Vermont","50234","45.3"
"Windsor County","Vermont","52460","45.8"
"Accomack County","Virginia","39328","44.8"
"Albemarle County","Virginia","67725","38.7"
"Alleghany County","Virginia","44848","46.6"
"Amelia County","Virginia","52885","42.9"
"Amherst County","Virginia","44945","42.8"
"Appomattox County","Virginia","50167","42.5"
"Arlington County","Virginia","103208","33.8"
"Augusta County","Virginia","52027","43.5"
"Bath County","Virginia","51365","46"
"Bedford County","Virginia","57596","44.5"
"Bland County","Virginia","42139","43.9"
"Botetourt County","Virginia","65935","45.7"
"Brunswick County","Virginia","36293","41.4"
"Buchanan County","Virginia","29848","44.8"
"Buckingham County","Virginia","38648","42"
"Campbell County","Virginia","47162","41.7"
"Caroline County","Virginia","57218","38.8"
"Carroll County","Virginia","32853","45.4"
"Charles City County","Virginia","48428","47.4"
"Charlotte County","Virginia","33015","43.8"
"Chesterfield County","Virginia","72088","37.9"
"Clarke County","Virginia","77597","45.3"
"Craig County","Virginia","47806","44.7"
"Culpeper County","Virginia","64423","38.1"
"Cumberland County","Virginia","40557","42.4"
"Dickenson County","Virginia","33318","43.6"
"Dinwiddie County","Virginia","52027","40.9"
"Essex County","Virginia","44885","44.1"
"Fairfax County","Virginia","110292","37.4"
"Fauquier County","Virginia","88409","41.5"
"Floyd County","Virginia","44618","44.5"
"Fluvanna County","Virginia","68288","41.5"
"Franklin County","Virginia","45624","44.4"
"Frederick County","Virginia","68424","39.4"
"Giles County","Virginia","45141","43.2"
"Gloucester County","Virginia","60519","42.4"
"Goochland County","Virginia","80976","45.8"
"Grayson County","Virginia","30710","47.5"
"Greene County","Virginia","59358","40"
"Greensville County","Virginia","39697","41.6"
"Halifax County","Virginia","34659","44.9"
"Hanover County","Virginia","75070","41.5"
"Henrico County","Virginia","61048","37.6"
"Henry County","Virginia","34984","45"
"Highland County","Virginia","49625","58.2"
"Isle of Wight County","Virginia","63942","44.2"
"James City County","Virginia","76960","45.1"
"King and Queen County","Virginia","48372","45.1"
"King George County","Virginia","81753","36.3"
"King William County","Virginia","62670","39.8"
"Lancaster County","Virginia","49248","54.5"
"Lee County","Virginia","31308","41.7"
"Loudoun County","Virginia","122238","34.9"
"Louisa County","Virginia","54518","43.4"
"Lunenburg County","Virginia","35237","44.1"
"Madison County","Virginia","53459","45.2"
"Mathews County","Virginia","55192","50.6"
"Mecklenburg County","Virginia","36261","46.4"
"Middlesex County","Virginia","53309","51"
"Montgomery County","Virginia","45543","26.8"
"Nelson County","Virginia","48789","47.9"
"New Kent County","Virginia","70618","42.9"
"Northampton County","Virginia","33635","47.2"
"Northumberland County","Virginia","51342","54"
"Nottoway County","Virginia","36607","42.4"
"Orange County","Virginia","60287","42.7"
"Page County","Virginia","42906","43.5"
"Patrick County","Virginia","34864","46.9"
"Pittsylvania County","Virginia","42143","44.7"
"Powhatan County","Virginia","76548","42.6"
"Prince Edward County","Virginia","37436","31.1"
"Prince George County","Virginia","63074","37.3"
"Prince William County","Virginia","98071","33.5"
"Pulaski County","Virginia","44312","44.3"
"Rappahannock County","Virginia","56438","48.7"
"Richmond County","Virginia","47083","43.7"
"Roanoke County","Virginia","60795","43.3"
"Rockbridge County","Virginia","48313","47.3"
"Rockingham County","Virginia","52195","40.6"
"Russell County","Virginia","33872","43.3"
"Scott County","Virginia","38355","44.9"
"Shenandoah County","Virginia","49625","43.3"
"Smyth County","Virginia","37239","43.6"
"Southampton County","Virginia","46150","44.8"
